id,carat,cut,color,clarity,depth,table,x,y,z,price
19402,0.57,Very Good,G,SI1,61.9,59.0,5.28,5.31,3.28,7.2
19403,0.7,Premium,D,VS2,61.3,58.0,5.72,5.67,3.48,7.789
19404,0.9,Premium,E,SI1,62.3,56.0,6.21,6.14,3.85,8.412
19405,1.02,Ideal,G,VS2,62.0,57.0,6.38,6.46,3.98,8.668
19406,0.34,Ideal,E,SI1,62.7,55.0,4.46,4.47,2.8,6.39
19407,2.01,Premium,J,SI1,63.0,57.0,8.07,8.0,5.06,9.489
19408,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,7.952
19409,0.34,Very Good,F,VS2,62.9,58.0,4.44,4.46,2.8,6.531
19410,0.3,Premium,D,VS2,61.0,60.0,4.29,4.33,2.63,6.565
19411,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,9.633
19412,1.08,Very Good,E,SI2,59.5,59.0,6.71,6.78,4.01,8.485
19413,1.0,Ideal,F,SI2,61.8,57.0,6.36,6.45,3.96,8.342
19414,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,7.662
19415,0.27,Ideal,F,VS1,61.7,57.0,4.15,4.18,2.57,6.358
19416,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,8.65
19417,0.35,Ideal,G,SI1,61.3,56.0,4.54,4.56,2.79,6.258
19418,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01,8.234
19419,2.01,Ideal,D,SI2,62.1,56.0,8.02,8.11,5.01,9.835
19420,1.01,Good,G,VVS1,63.1,59.0,6.33,6.42,4.02,8.893
19421,1.05,Ideal,G,IF,62.5,56.0,6.48,6.52,4.06,9.088
19422,0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,7.079
19423,0.44,Ideal,F,VVS1,61.5,57.0,4.9,4.86,3.0,7.185
19424,0.65,Ideal,G,VVS1,61.9,56.0,5.56,5.59,3.45,8.086
19425,0.52,Ideal,D,SI2,60.7,56.0,5.22,5.25,3.18,7.185
19426,1.53,Very Good,I,SI1,63.1,56.0,7.32,7.26,4.6,8.961
19427,0.28,Very Good,F,VVS2,61.1,57.0,4.24,4.27,2.6,6.561
19428,1.02,Premium,D,IF,61.5,60.0,6.52,6.45,3.99,9.64
19429,1.54,Premium,E,VS2,62.3,58.0,7.31,7.39,4.58,9.616
19430,0.71,Premium,I,VS2,62.9,60.0,5.66,5.62,3.55,7.767
19431,1.06,Very Good,G,SI1,61.3,60.0,6.53,6.55,4.01,8.601
19432,0.33,Ideal,G,IF,61.5,55.0,4.48,4.5,2.76,6.852
19433,0.31,Ideal,H,VVS2,61.5,56.0,4.35,4.37,2.68,6.438
19434,0.4,Ideal,D,VS1,59.9,57.0,4.82,4.77,2.87,7.09
19435,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9.27
19436,0.56,Very Good,H,VVS2,59.8,57.0,5.39,5.48,3.25,7.452
19437,0.24,Very Good,D,VVS2,62.9,59.0,3.95,3.97,2.49,6.198
19438,1.02,Very Good,J,SI2,63.3,56.0,6.38,6.42,4.05,8.228
19439,0.51,Good,D,SI2,57.7,60.0,5.31,5.26,3.05,7.092
19440,0.3,Ideal,I,VS2,62.1,58.0,4.27,4.29,2.66,5.964
19441,0.71,Premium,E,SI2,59.0,60.0,5.9,5.87,3.47,7.787
19442,0.6,Ideal,F,VVS2,63.0,55.0,5.39,5.37,3.39,7.67
19443,0.7,Very Good,F,SI2,60.7,58.0,5.73,5.77,3.49,7.694
19444,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,9.044
19445,0.58,Very Good,F,VVS2,60.0,57.0,5.44,5.42,3.26,7.697
19446,0.76,Very Good,E,VS1,62.1,58.0,5.84,5.89,3.64,8.136
19447,1.2,Ideal,H,SI1,62.9,57.0,6.79,6.76,4.26,8.614
19448,0.7,Fair,F,SI2,58.2,66.0,5.77,5.74,3.35,7.56
19449,1.23,Very Good,H,SI1,60.3,58.0,6.93,6.96,4.19,8.853
19450,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,7.7
19451,0.3,Premium,H,SI1,62.9,58.0,4.28,4.24,2.68,6.317
19452,0.55,Ideal,F,SI2,61.4,55.0,5.27,5.29,3.24,7.076
19453,0.51,Ideal,F,SI1,61.2,56.0,5.19,5.21,3.18,7.187
19454,0.72,Ideal,D,SI1,61.9,55.0,5.78,5.75,3.57,7.973
19455,1.1,Very Good,H,SI1,62.9,57.0,6.54,6.59,4.13,8.616
19456,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03,7.972
19457,2.26,Premium,H,SI1,60.3,58.0,8.56,8.51,5.15,9.822
19458,0.4,Ideal,J,VS2,62.2,54.0,4.75,4.8,2.97,6.395
19459,0.3,Good,H,VS1,63.2,59.0,4.31,4.27,2.71,6.238
19460,0.75,Very Good,H,SI2,62.2,58.0,5.77,5.83,3.61,7.646
19461,0.9,Very Good,I,VS2,62.1,61.0,6.08,6.12,3.79,8.17
19462,0.76,Very Good,F,SI2,63.3,55.0,5.79,5.83,3.68,7.761
19463,1.02,Premium,G,SI1,61.9,58.0,6.47,6.42,3.99,8.385
19464,0.74,Very Good,D,SI1,61.5,59.0,5.76,5.82,3.56,8.051
19465,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,6.773
19466,1.51,Ideal,E,SI2,62.7,55.0,7.27,7.18,4.53,8.892
19467,1.69,Ideal,H,I1,62.0,56.0,7.61,7.66,4.73,8.8
19468,1.11,Premium,H,VS1,62.3,57.0,6.67,6.62,4.14,8.453
19469,1.07,Very Good,F,VS1,62.0,58.0,6.57,6.59,4.08,8.87
19470,0.58,Ideal,G,VS2,61.2,55.0,5.4,5.45,3.32,7.351
19471,0.75,Very Good,F,SI1,63.4,58.0,5.75,5.79,3.66,7.914
19472,0.4,Ideal,I,IF,62.2,56.0,4.71,4.75,2.94,6.89
19473,2.0,Very Good,J,VS1,61.0,51.6,8.14,8.18,4.97,9.488
19474,1.64,Ideal,E,SI1,60.7,55.0,7.67,7.64,4.65,9.19
19475,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,8.999
19476,0.51,Premium,J,SI1,61.7,56.0,5.17,5.14,3.18,6.863
19477,0.43,Premium,E,VS1,62.3,58.0,4.78,4.82,2.99,7.031
19478,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,7.428
19479,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,8.576
19480,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,7.076
19481,1.72,Premium,H,VS2,59.5,60.0,7.79,7.75,4.62,9.346
19482,1.07,Premium,I,SI1,61.2,58.0,6.62,6.55,4.03,8.325
19483,0.93,Premium,H,SI1,61.8,59.0,6.27,6.23,3.86,8.23
19484,1.05,Ideal,H,VS2,62.6,56.0,6.45,6.5,4.05,8.727
19485,0.33,Premium,E,VS2,60.6,60.0,4.43,4.48,2.7,6.583
19486,0.3,Premium,D,SI1,62.4,60.0,4.26,4.23,2.65,6.564
19487,1.0,Premium,D,SI2,62.4,58.0,6.33,6.36,3.96,8.462
19488,2.0,Premium,H,SI2,58.9,57.0,8.09,58.9,8.06,9.41
19489,0.71,Premium,D,SI2,61.6,60.0,5.7,5.64,3.49,7.748
19490,1.2,Fair,H,SI2,64.8,60.0,6.55,6.59,4.26,8.5
19491,1.24,Premium,I,VVS2,62.7,58.0,6.85,6.89,4.31,8.761
19492,1.21,Ideal,D,VS1,61.0,57.0,6.88,6.85,4.19,9.243
19493,1.16,Ideal,G,VS2,61.7,57.0,6.72,6.8,4.17,8.87
19494,1.52,Ideal,G,VVS1,62.4,55.0,7.3,7.39,4.58,9.678
19495,1.04,Premium,F,VS2,61.7,59.0,6.45,6.49,3.99,8.822
19496,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,8.341
19497,0.34,Premium,F,VS2,59.8,59.0,4.55,4.51,2.71,6.75
19498,0.34,Good,E,VS2,63.8,56.0,4.44,4.49,2.85,6.545
19499,0.5,Very Good,F,VVS1,62.2,57.0,5.03,5.07,3.14,7.66
19500,1.1,Ideal,E,SI1,61.3,56.0,6.65,6.7,4.09,8.816
19501,0.51,Ideal,G,VS2,62.7,57.0,5.12,5.05,3.19,7.343
19502,0.92,Good,D,SI2,63.9,55.0,6.14,6.09,3.91,8.273
19503,0.8,Very Good,E,SI1,63.1,57.0,5.94,5.86,3.72,8.1
19504,0.52,Ideal,H,VS2,61.6,55.0,5.19,5.24,3.21,7.245
19505,0.91,Very Good,H,VS1,62.1,59.0,6.17,6.2,3.84,8.383
19506,1.23,Premium,G,VS1,61.8,58.0,6.88,6.84,4.24,9.034
19507,1.0,Premium,G,VS2,58.6,61.0,6.61,6.57,3.86,8.707
19508,0.53,Ideal,E,VS2,61.4,56.0,5.21,5.24,3.21,7.451
19509,0.81,Premium,H,VS2,58.0,59.0,6.17,6.13,3.57,7.936
19510,0.33,Very Good,E,SI1,62.7,56.0,4.39,4.45,2.77,6.361
19511,0.9,Very Good,H,VS2,63.1,60.0,6.12,6.08,3.85,8.274
19512,1.0,Ideal,E,SI1,62.7,57.0,6.39,6.49,4.04,8.634
19513,0.43,Good,D,SI1,63.4,55.0,4.78,4.84,3.05,6.652
19514,1.2,Premium,H,SI1,62.8,56.0,6.76,6.68,4.22,8.513
19515,0.5,Fair,E,SI2,65.2,57.0,4.96,4.91,3.22,7.04
19516,1.1,Ideal,I,SI2,61.7,56.0,6.65,6.6,4.09,8.076
19517,0.51,Premium,H,SI1,60.6,59.0,5.17,5.13,3.12,7.018
19518,0.59,Ideal,I,VS2,61.8,56.0,5.39,5.42,3.34,7.223
19519,0.31,Premium,I,SI1,60.7,58.0,4.42,4.38,2.67,6.385
19520,2.03,Ideal,I,SI2,61.1,56.0,8.22,8.17,5.01,9.321
19521,1.51,Premium,F,VS2,62.0,62.0,7.35,7.23,4.52,9.53
19522,0.37,Ideal,F,VS2,61.1,57.0,4.63,4.67,2.84,6.615
19523,0.51,Ideal,G,VS1,62.2,55.0,5.14,5.11,3.19,7.485
19524,0.38,Ideal,G,VS2,61.6,55.0,4.67,4.71,2.89,6.611
19525,1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09,8.668
19526,2.2,Premium,H,SI2,62.7,58.0,8.33,8.27,5.2,9.778
19527,0.9,Very Good,F,SI2,62.0,61.0,6.14,6.16,3.81,8.235
19528,1.57,Ideal,G,VS1,61.9,55.0,7.53,7.47,4.64,9.508
19529,1.54,Premium,G,VS2,61.8,58.0,7.43,7.39,4.58,9.482
19530,0.36,Premium,D,SI2,60.0,58.0,4.62,4.58,2.76,6.535
19531,0.36,Ideal,D,VS2,61.6,56.0,4.57,4.55,2.81,6.998
19532,0.43,Ideal,H,SI1,61.9,55.0,4.84,4.88,3.01,6.663
19533,1.41,Premium,I,SI2,62.9,59.0,7.14,7.08,4.47,8.817
19534,1.0,Premium,F,VS1,61.3,59.0,6.45,6.42,3.95,8.809
19535,0.3,Premium,G,VS1,61.9,59.0,4.28,4.32,2.66,6.405
19536,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,7.876
19537,0.23,Very Good,E,VVS1,62.3,58.0,3.88,3.99,2.45,6.273
19538,1.0,Very Good,D,VS1,60.5,59.0,6.43,6.46,3.9,8.997
19539,0.58,Premium,G,VVS2,61.5,60.0,5.37,5.33,3.29,7.588
19540,0.48,Good,F,VS1,61.5,60.7,4.99,5.05,3.09,7.145
19541,0.7,Premium,G,VS1,61.4,59.0,5.74,5.59,3.51,7.838
19542,0.3,Ideal,E,VVS1,61.4,56.0,4.33,4.37,2.67,6.797
19543,0.31,Premium,E,SI1,58.7,60.0,4.48,4.45,2.62,6.479
19544,1.52,Very Good,E,VS2,60.3,59.0,7.43,7.52,4.51,9.473
19545,1.66,Premium,J,VVS2,62.6,59.0,7.58,7.54,4.73,9.217
19546,0.32,Ideal,G,SI1,61.6,57.0,4.42,4.38,2.71,6.417
19547,0.31,Ideal,F,IF,62.2,55.0,4.35,4.37,2.71,6.818
19548,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,9.042
19549,1.01,Premium,G,VS2,62.9,58.0,6.39,6.3,3.99,8.717
19550,1.02,Very Good,H,SI1,63.0,58.0,6.34,6.4,4.01,8.438
19551,0.43,Premium,G,VS2,61.3,58.0,4.86,4.83,2.97,7.015
19552,0.7,Ideal,E,VS2,62.0,57.0,5.68,5.71,3.53,8.037
19553,0.72,Ideal,J,SI1,61.7,56.0,5.77,5.81,3.57,7.525
19554,0.25,Fair,E,VS1,55.2,64.0,4.21,4.23,2.33,5.889
19555,1.56,Premium,E,VS2,61.5,58.0,7.47,7.43,4.58,9.406
19556,0.41,Premium,G,SI1,62.6,59.0,4.72,4.77,2.97,6.578
19557,0.56,Ideal,E,VS1,62.7,56.0,5.26,5.3,3.31,7.383
19558,0.93,Premium,G,SI2,61.7,60.0,6.25,6.2,3.84,8.243
19559,1.73,Premium,H,SI1,61.8,59.0,7.71,7.66,4.75,9.17
19560,0.71,Very Good,E,SI2,62.2,58.0,5.65,5.7,3.53,7.793
19561,0.53,Very Good,D,SI2,59.3,61.0,5.26,5.29,3.13,7.112
19562,1.01,Ideal,G,SI1,62.9,54.0,6.47,6.41,4.05,8.449
19563,1.5,Premium,F,SI1,62.1,60.0,7.32,7.27,4.53,9.079
19564,1.01,Good,F,SI1,57.8,58.0,6.65,6.6,3.83,8.515
19565,1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,8.603
19566,0.3,Ideal,G,VVS2,61.5,57.0,4.29,4.33,2.65,6.528
19567,0.9,Very Good,G,SI1,63.0,57.0,6.13,6.19,3.88,8.211
19568,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47,7.96
19569,0.85,Ideal,G,SI1,62.2,56.0,6.04,6.09,3.77,8.208
19570,0.9,Good,F,SI1,63.9,58.0,6.12,6.08,3.9,8.19
19571,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,7.178
19572,0.71,Premium,E,VS2,61.3,59.0,5.7,5.76,3.51,7.875
19573,0.3,Ideal,F,VS1,62.3,53.8,4.3,4.33,2.69,6.48
19574,0.42,Ideal,H,SI1,62.4,57.0,4.76,4.79,2.98,6.551
19575,1.0,Very Good,H,VS1,64.2,53.0,6.27,6.34,4.05,8.634
19576,0.72,Ideal,H,VS1,61.9,56.0,5.73,5.78,3.56,7.857
19577,0.52,Ideal,E,VS2,61.3,55.0,5.18,5.2,3.18,7.445
19578,0.3,Premium,G,SI1,61.0,57.0,4.34,4.31,2.64,6.353
19579,0.31,Ideal,D,VS2,61.7,55.0,4.35,4.4,2.7,6.599
19580,0.37,Ideal,H,IF,61.7,53.0,4.66,4.68,2.88,6.842
19581,2.12,Ideal,H,SI2,61.4,57.0,8.28,8.24,5.07,9.416
19582,2.02,Good,J,SI2,64.4,60.0,7.87,7.93,5.09,9.275
19583,0.32,Premium,E,SI1,61.2,58.0,4.37,4.42,2.69,6.261
19584,0.4,Fair,D,SI1,65.1,55.0,4.63,4.68,3.03,6.468
19585,0.35,Ideal,H,IF,61.9,55.0,4.51,4.54,2.8,6.825
19586,1.01,Good,G,VVS2,63.2,59.0,6.34,6.38,4.02,8.926
19587,0.33,Ideal,G,VVS1,61.4,55.0,4.46,4.48,2.74,6.709
19588,0.5,Very Good,D,VS1,62.0,56.0,5.09,5.11,3.16,7.467
19589,0.5,Very Good,D,SI2,60.8,55.0,5.14,5.16,3.13,7.175
19590,0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24,7.616
19591,0.53,Ideal,F,VS1,60.8,55.0,5.26,5.3,3.21,7.57
19592,0.9,Ideal,E,VS2,62.3,57.0,6.16,6.19,3.85,8.703
19593,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,6.256
19594,1.02,Premium,D,SI1,60.6,59.0,6.53,6.47,3.94,8.699
19595,0.4,Ideal,F,VS2,62.6,54.0,4.73,4.78,2.98,6.737
19596,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,8.361
19597,0.91,Fair,E,SI1,65.0,62.0,6.09,6.04,3.94,8.356
19598,0.55,Premium,F,VS2,59.7,58.0,5.37,5.31,3.19,7.437
19599,1.72,Premium,F,SI1,62.0,58.0,7.68,7.65,4.75,9.609
19600,0.75,Very Good,E,SI2,60.9,59.0,5.83,5.9,3.57,7.776
19601,0.4,Ideal,F,SI1,62.1,57.0,4.69,4.65,2.9,6.782
19602,0.57,Premium,D,VS2,60.8,59.0,5.34,5.38,3.26,7.559
19603,0.62,Ideal,G,VS1,62.0,56.0,5.45,5.49,3.39,7.684
19604,0.42,Ideal,E,SI2,62.4,55.0,4.77,4.81,2.99,6.551
19605,0.51,Ideal,E,VS2,61.6,56.3,5.14,5.15,3.16,7.412
19606,0.51,Very Good,E,SI1,60.8,55.0,5.17,5.2,3.15,7.184
19607,1.6,Ideal,H,VS1,61.4,57.0,7.53,7.59,4.64,9.439
19608,0.5,Good,D,SI1,61.1,64.0,5.05,5.07,3.09,7.225
19609,0.24,Very Good,F,VVS1,60.6,60.0,4.03,4.06,2.45,6.17
19610,0.26,Very Good,F,VVS2,59.9,59.0,4.12,4.2,2.49,6.392
19611,0.51,Ideal,F,VVS1,62.0,57.0,5.15,5.11,3.18,7.942
19612,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11,8.94
19613,0.59,Ideal,E,VVS2,60.2,56.0,5.46,5.51,3.3,7.845
19614,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,6.39
19615,0.77,Ideal,I,VS2,61.2,59.0,5.91,5.95,3.63,7.847
19616,1.25,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,8.748
19617,1.07,Ideal,I,SI1,61.5,57.0,6.57,6.59,4.05,8.657
19618,0.42,Ideal,G,VVS2,62.0,56.0,4.79,4.83,2.98,6.682
19619,1.01,Good,E,VVS2,63.9,58.0,6.31,6.37,4.05,9.038
19620,1.0,Good,G,SI2,57.4,60.0,6.63,6.53,3.78,8.279
19621,0.36,Ideal,D,VS2,60.0,56.0,4.68,4.66,2.8,6.838
19622,0.91,Good,H,VS2,63.8,59.0,5.99,5.96,3.82,8.068
19623,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77,6.279
19624,0.71,Good,I,VS1,63.6,56.0,5.65,5.7,3.61,7.743
19625,1.0,Very Good,G,VS2,63.4,57.0,6.31,6.27,3.99,8.667
19626,1.09,Premium,H,SI2,62.1,55.0,6.63,6.58,4.1,8.429
19627,1.04,Good,E,SI2,62.3,62.0,6.4,6.44,4.0,8.364
19628,1.6,Ideal,G,SI1,62.1,56.0,7.51,7.48,4.65,9.363
19629,0.32,Good,G,SI2,63.4,55.0,4.32,4.35,2.75,6.043
19630,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,7.958
19631,0.35,Premium,F,VS1,60.7,58.0,4.54,4.58,2.77,6.642
19632,0.39,Ideal,G,VVS1,62.1,54.7,4.64,4.72,2.91,6.916
19633,1.12,Premium,H,VS1,59.6,57.0,6.82,6.77,4.05,8.528
19634,1.13,Ideal,F,VS2,60.1,56.0,6.76,6.84,4.09,9.007
19635,0.3,Fair,D,VVS2,65.2,59.0,4.2,4.18,2.73,6.649
19636,1.1,Ideal,G,VS2,61.9,57.0,6.63,6.57,4.09,8.928
19637,0.26,Very Good,E,VS2,59.2,58.0,4.18,4.2,2.48,6.116
19638,0.57,Good,F,VS1,58.3,61.0,5.49,5.54,3.21,7.462
19639,0.72,Very Good,H,SI1,60.3,55.0,5.84,5.85,3.52,7.826
19640,1.2,Ideal,I,SI1,61.8,56.0,6.77,6.8,4.19,8.596
19641,0.57,Ideal,E,VVS1,61.8,56.0,5.33,5.35,3.3,7.915
19642,0.58,Very Good,G,SI1,63.5,56.0,5.34,5.28,3.37,7.239
19643,0.32,Ideal,D,VS2,61.7,54.0,4.43,4.38,2.72,6.879
19644,0.33,Premium,F,VS2,62.4,58.0,4.37,4.41,2.74,6.501
19645,0.31,Ideal,D,VS2,59.0,57.0,4.48,4.44,2.63,6.848
19646,1.14,Premium,F,SI1,62.5,59.0,6.65,6.67,4.16,8.544
19647,0.51,Ideal,G,VVS1,61.6,56.0,5.12,5.16,3.17,7.567
19648,1.45,Very Good,D,VVS2,62.0,56.0,7.25,7.32,4.52,9.773
19649,0.54,Very Good,E,SI2,63.4,56.0,5.18,5.14,3.27,7.131
19650,1.03,Premium,F,VS1,61.8,59.0,6.46,6.48,4.0,8.899
19651,0.54,Ideal,H,VS2,61.6,55.0,5.23,5.25,3.23,7.281
19652,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,7.432
19653,0.51,Very Good,E,VVS2,60.0,58.0,5.19,5.21,3.12,7.631
19654,0.7,Premium,E,SI1,62.4,60.0,5.72,5.63,3.54,7.745
19655,0.4,Very Good,D,VVS2,62.2,62.0,4.68,4.71,2.92,6.918
19656,0.41,Premium,G,SI1,62.7,58.0,4.7,4.74,2.96,6.578
19657,0.57,Ideal,G,VS2,61.5,55.0,5.33,5.37,3.29,7.433
19658,1.0,Premium,F,SI1,61.9,60.0,6.34,6.39,3.94,8.62
19659,0.32,Ideal,H,VVS1,62.2,56.0,4.37,4.38,2.72,6.593
19660,1.02,Ideal,H,VS2,61.2,56.0,6.53,6.48,3.98,8.578
19661,1.57,Ideal,I,VS2,61.5,56.0,7.49,7.56,4.63,9.202
19662,1.24,Premium,J,I1,61.9,55.0,6.92,6.85,4.26,8.004
19663,0.6,Fair,G,SI1,65.7,55.0,5.31,5.23,3.46,7.088
19664,0.24,Ideal,F,VS1,62.7,54.0,3.99,4.02,2.51,6.349
19665,0.56,Ideal,F,VS2,61.3,54.0,5.37,5.34,3.28,7.503
19666,0.35,Ideal,G,VS2,62.5,53.0,4.53,4.56,2.84,6.422
19667,0.71,Ideal,G,VVS2,62.5,58.0,5.7,5.73,3.57,7.999
19668,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,6.392
19669,0.3,Premium,D,VS2,61.7,59.0,4.25,4.28,2.63,6.565
19670,1.02,Ideal,E,SI1,62.6,57.0,6.41,6.44,4.02,8.755
19671,0.26,Ideal,H,VS1,62.6,56.0,4.07,4.09,2.55,6.105
19672,1.0,Fair,F,VS1,65.3,56.0,6.28,6.25,4.09,8.671
19673,0.33,Ideal,E,SI1,62.5,55.0,4.42,4.45,2.77,6.361
19674,1.05,Ideal,G,VS2,61.1,57.0,6.55,6.52,3.99,8.613
19675,0.3,Very Good,G,VVS1,61.1,57.0,4.33,4.37,2.66,6.522
19676,0.54,Premium,D,VS1,61.1,58.0,5.3,5.24,3.22,7.65
19677,0.31,Premium,I,VVS1,61.0,58.0,4.33,4.39,2.66,6.347
19678,0.33,Ideal,D,SI2,60.9,56.0,4.45,4.48,2.72,6.198
19679,0.71,Ideal,G,VS2,61.8,56.0,5.72,5.75,3.55,8.101
19680,1.0,Premium,F,SI1,61.6,60.0,6.41,6.31,3.9,8.574
19681,1.02,Premium,G,SI2,60.9,59.0,6.56,6.45,3.96,8.409
19682,0.82,Premium,J,SI1,62.2,58.0,5.98,5.94,3.71,7.642
19683,0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,6.65
19684,1.0,Very Good,D,SI2,64.7,57.0,6.29,6.36,4.09,8.421
19685,1.18,Very Good,H,SI1,62.6,55.0,6.76,6.79,4.24,8.644
19686,0.4,Very Good,F,VS1,62.2,57.6,4.74,4.76,2.96,6.993
19687,1.09,Premium,G,VS1,62.5,59.0,6.57,6.54,4.1,8.847
19688,0.56,Ideal,G,VVS1,62.3,55.0,5.25,5.31,3.29,7.628
19689,1.0,Very Good,F,SI2,61.6,61.0,6.33,6.36,3.91,8.383
19690,1.1,Ideal,G,SI1,62.5,57.0,6.61,6.58,4.12,8.408
19691,0.53,Ideal,G,VVS2,61.7,54.5,5.2,5.26,3.23,7.597
19692,0.52,Ideal,D,VVS1,62.0,57.0,5.15,5.17,3.2,8.077
19693,0.31,Premium,I,VVS2,62.1,58.0,4.37,4.33,2.7,6.548
19694,0.33,Premium,D,SI1,60.4,60.0,4.41,4.46,2.68,6.41
19695,0.26,Premium,F,VS1,59.5,58.0,4.22,4.18,2.5,6.363
19696,2.05,Very Good,I,SI2,62.8,56.0,8.1,8.12,5.09,9.552
19697,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,8.989
19698,0.54,Ideal,D,SI1,60.8,57.0,5.25,5.31,3.21,7.416
19699,2.01,Premium,I,SI2,62.1,60.0,8.1,8.03,5.01,9.176
19700,0.32,Fair,F,SI1,64.4,54.0,4.36,4.33,2.8,6.458
19701,0.69,Very Good,G,VVS2,63.8,53.7,5.6,5.72,3.61,7.845
19702,0.64,Premium,E,SI1,61.2,62.0,5.56,5.52,3.39,7.428
19703,1.41,Very Good,F,VS1,63.4,63.0,7.13,6.97,4.47,9.307
19704,0.27,Ideal,H,VVS2,61.9,55.0,4.14,4.16,2.57,6.207
19705,0.3,Premium,F,VS2,62.5,58.0,4.29,4.32,2.69,6.405
19706,0.7,Very Good,I,SI2,63.2,60.0,5.62,5.55,3.53,7.422
19707,0.3,Ideal,H,VVS2,61.1,55.0,4.32,4.36,2.65,6.405
19708,0.91,Ideal,H,VVS2,61.7,57.0,6.21,6.23,3.84,8.596
19709,0.91,Ideal,G,SI1,62.0,54.0,6.23,6.26,3.87,8.401
19710,0.25,Ideal,H,VS1,62.6,53.0,4.04,4.08,2.54,6.098
19711,0.39,Very Good,E,VS2,60.4,56.0,4.7,4.73,2.85,6.825
19712,0.9,Fair,D,VS2,57.4,65.0,6.26,6.29,3.6,8.361
19713,0.31,Ideal,E,VS2,60.9,57.0,4.36,4.38,2.66,6.613
19714,0.51,Very Good,E,VVS2,62.1,55.0,5.14,5.16,3.2,7.629
19715,0.58,Very Good,E,VS2,60.3,57.0,5.41,5.44,3.27,7.383
19716,1.13,Ideal,G,VS2,61.9,56.0,6.68,6.71,4.14,8.874
19717,1.1,Very Good,H,VVS2,59.7,57.8,6.7,6.76,4.01,8.779
19718,1.67,Ideal,I,VS1,61.6,59.0,7.64,7.61,4.7,9.391
19719,0.96,Premium,G,SI2,61.1,59.0,6.32,6.28,3.85,8.309
19720,0.61,Ideal,G,SI2,60.5,56.0,5.49,5.59,3.35,7.175
19721,1.11,Very Good,E,SI2,61.7,63.0,6.65,6.54,4.07,8.337
19722,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69,6.41
19723,0.3,Ideal,G,VVS2,62.1,55.0,4.32,4.35,2.69,6.5
19724,0.5,Premium,E,VS1,60.4,60.0,5.16,5.1,3.1,7.496
19725,0.54,Very Good,G,VVS2,61.8,57.0,5.22,5.26,3.24,7.468
19726,1.0,Ideal,H,SI1,60.3,56.0,6.52,6.54,3.94,8.456
19727,0.57,Ideal,D,SI1,62.4,56.0,5.32,5.29,3.31,7.521
19728,0.32,Very Good,H,VS1,62.8,58.0,4.35,4.37,2.74,6.33
19729,0.5,Premium,G,VS1,62.2,59.0,5.09,5.04,3.15,7.465
19730,0.3,Ideal,E,VS2,62.0,53.0,4.31,4.33,2.68,6.402
19731,1.2,Premium,J,VS2,62.6,57.0,6.8,6.72,4.23,8.528
19732,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,6.792
19733,0.33,Very Good,G,VVS2,61.2,57.0,4.42,4.44,2.71,6.623
19734,1.01,Ideal,G,VS2,61.9,56.0,6.4,6.44,3.97,8.879
19735,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,6.955
19736,0.72,Ideal,G,VS2,61.9,58.0,5.72,5.75,3.55,7.936
